hour_000000 load_low delta_start change_start
hour_025391 load_mid delta_down change_large
hour_025392 load_low delta_down change_large
hour_025393 load_low delta_down change_large
hour_025394 load_low delta_down change_small
hour_025395 load_low delta_down change_small
hour_025396 load_low delta_up change_small
hour_025397 load_low delta_up change_small
hour_025398 load_low delta_up change_mid
hour_025399 load_low delta_up change_mid
hour_025400 load_low delta_up change_mid
hour_025401 load_mid delta_up change_large
hour_025402 load_mid delta_up change_large
hour_025403 load_mid delta_up change_large
hour_025404 load_mid delta_down change_small
hour_025405 load_mid delta_up change_small
hour_025406 load_mid delta_up change_small
hour_025407 load_mid delta_up change_small
hour_025408 load_mid delta_down change_small
hour_025409 load_mid delta_up change_mid
hour_025410 load_high delta_up change_mid
hour_025411 load_high delta_down change_small
hour_025412 load_high delta_down change_small
hour_025413 load_mid delta_down change_mid
hour_025414 load_mid delta_down change_large
hour_025415 load_mid delta_down change_large
hour_025416 load_low delta_down change_large
hour_025417 load_low delta_down change_large
hour_025418 load_low delta_down change_small
hour_025419 load_low delta_down change_small
hour_025420 load_low delta_up change_small
hour_025421 load_low delta_up change_small
hour_025422 load_low delta_up change_mid
hour_025423 load_low delta_up change_mid
hour_025424 load_low delta_up change_mid
hour_025425 load_mid delta_up change_large
hour_025426 load_mid delta_up change_large
hour_025427 load_mid delta_up change_small
hour_025428 load_mid delta_down change_small
hour_025429 load_mid delta_up change_small
hour_025430 load_mid delta_up change_small
hour_025431 load_mid delta_up change_small
hour_025432 load_mid delta_down change_small
hour_025433 load_mid delta_up change_mid
hour_025434 load_high delta_up change_mid
hour_025435 load_mid delta_down change_small
hour_025436 load_mid delta_down change_mid
hour_025437 load_mid delta_down change_mid
hour_025438 load_mid delta_down change_large
hour_025439 load_mid delta_down change_large
hour_025440 load_low delta_down change_large
hour_025441 load_low delta_down change_large
hour_025442 load_low delta_down change_small
hour_025443 load_low delta_down change_small
hour_025444 load_low delta_up change_small
hour_025445 load_low delta_up change_small
hour_025446 load_low delta_up change_mid
hour_025447 load_low delta_up change_mid
hour_025448 load_low delta_up change_mid
hour_025449 load_mid delta_up change_large
hour_025450 load_mid delta_up change_large
hour_025451 load_mid delta_up change_mid
hour_025452 load_mid delta_down change_small
hour_025453 load_mid delta_up change_small
hour_025454 load_mid delta_up change_small
hour_025455 load_mid delta_up change_mid
hour_025456 load_mid delta_up change_small
hour_025457 load_mid delta_up change_mid
hour_025458 load_mid delta_up change_mid
hour_025459 load_mid delta_down change_small
hour_025460 load_mid delta_down change_mid
hour_025461 load_mid delta_down change_mid
hour_025462 load_mid delta_down change_large
hour_025463 load_mid delta_down change_large
hour_025464 load_low delta_down change_large
hour_025465 load_low delta_down change_large
hour_025466 load_low delta_down change_small
hour_025467 load_low delta_down change_small
hour_025468 load_low delta_up change_small
hour_025469 load_low delta_up change_small
hour_025470 load_low delta_up change_large
hour_025471 load_low delta_up change_mid
hour_025472 load_low delta_up change_mid
hour_025473 load_mid delta_up change_large
hour_025474 load_mid delta_up change_large
hour_025475 load_mid delta_up change_small
hour_025476 load_mid delta_up change_small
hour_025477 load_mid delta_down change_small
hour_025478 load_mid delta_down change_small
hour_025479 load_mid delta_up change_small
hour_025480 load_mid delta_down change_small
hour_025481 load_mid delta_up change_mid
hour_025482 load_mid delta_up change_mid
hour_025483 load_high delta_up change_small
hour_025484 load_mid delta_down change_small
hour_025485 load_mid delta_down change_mid
hour_025486 load_mid delta_down change_large
hour_025487 load_mid delta_down change_large
hour_025488 load_low delta_down change_large
hour_025489 load_low delta_down change_large
hour_025490 load_low delta_down change_small
hour_025491 load_low delta_down change_small
hour_025492 load_low delta_up change_small
hour_025493 load_low delta_up change_small
hour_025494 load_low delta_up change_mid
hour_025495 load_low delta_up change_mid
hour_025496 load_low delta_up change_mid
hour_025497 load_mid delta_up change_large
hour_025498 load_mid delta_up change_large
hour_025499 load_mid delta_up change_small
hour_025500 load_mid delta_up change_small
hour_025501 load_mid delta_down change_small
hour_025502 load_mid delta_up change_small
hour_025503 load_mid delta_up change_small
hour_025504 load_mid delta_up change_small
hour_025505 load_mid delta_up change_mid
hour_025506 load_high delta_up change_mid
hour_025507 load_high delta_up change_small
hour_025508 load_mid delta_down change_mid
hour_025509 load_mid delta_down change_mid
hour_025510 load_mid delta_down change_large
hour_025511 load_mid delta_down change_large
hour_025512 load_low delta_down change_large
hour_025513 load_low delta_down change_large
hour_025514 load_low delta_down change_mid
hour_025515 load_low delta_down change_mid
hour_025516 load_low delta_down change_small
hour_025517 load_low delta_up change_small
hour_025518 load_low delta_up change_mid
hour_025519 load_low delta_up change_mid
hour_025520 load_low delta_up change_mid
hour_025521 load_mid delta_up change_large
hour_025522 load_mid delta_up change_large
hour_025523 load_mid delta_up change_mid
hour_025524 load_mid delta_up change_mid
hour_025525 load_mid delta_down change_mid
hour_025526 load_mid delta_up change_small
hour_025527 load_mid delta_up change_mid
hour_025528 load_mid delta_up change_small
hour_025529 load_mid delta_up change_mid
hour_025530 load_high delta_up change_mid
hour_025531 load_mid delta_down change_mid
hour_025532 load_mid delta_down change_mid
hour_025533 load_mid delta_down change_small
hour_025534 load_mid delta_down change_large
hour_025535 load_mid delta_down change_large
hour_025536 load_low delta_down change_large
hour_025537 load_low delta_down change_large
hour_025538 load_low delta_down change_small
hour_025539 load_low delta_down change_small
hour_025540 load_low delta_down change_small
hour_025541 load_low delta_up change_small
hour_025542 load_low delta_up change_large
hour_025543 load_low delta_up change_mid
hour_025544 load_low delta_up change_mid
hour_025545 load_mid delta_up change_large
hour_025546 load_mid delta_up change_large
hour_025547 load_mid delta_up change_large
hour_025548 load_mid delta_down change_small
hour_025549 load_mid delta_down change_small
hour_025550 load_mid delta_down change_small
hour_025551 load_mid delta_up change_small
hour_025552 load_mid delta_down change_small
hour_025553 load_mid delta_up change_mid
hour_025554 load_mid delta_up change_mid
hour_025555 load_mid delta_up change_small
hour_025556 load_mid delta_down change_mid
hour_025557 load_mid delta_down change_mid
hour_025558 load_mid delta_down change_large
hour_025559 load_mid delta_down change_large
hour_025560 load_low delta_down change_large
hour_025561 load_low delta_down change_large
hour_025562 load_low delta_down change_small
hour_025563 load_low delta_down change_small
hour_025564 load_low delta_up change_small
hour_025565 load_low delta_up change_small
hour_025566 load_low delta_up change_mid
hour_025567 load_low delta_up change_mid
hour_025568 load_low delta_up change_mid
hour_025569 load_mid delta_up change_large
hour_025570 load_mid delta_up change_large
hour_025571 load_mid delta_up change_mid
hour_025572 load_mid delta_down change_small
hour_025573 load_mid delta_up change_small
hour_025574 load_mid delta_up change_small
hour_025575 load_mid delta_up change_small
hour_025576 load_mid delta_up change_small
hour_025577 load_mid delta_up change_mid
hour_025578 load_high delta_up change_mid
hour_025579 load_mid delta_down change_small
hour_025580 load_mid delta_down change_mid
hour_025581 load_mid delta_down change_mid
hour_025582 load_mid delta_down change_large
hour_025583 load_mid delta_down change_large
hour_025584 load_low delta_down change_large
hour_025585 load_low delta_down change_large
hour_025586 load_low delta_down change_small
hour_025587 load_low delta_down change_small
hour_025588 load_low delta_up change_small
hour_025589 load_low delta_up change_small
hour_025590 load_low delta_up change_mid
hour_025591 load_low delta_up change_mid
hour_025592 load_low delta_up change_mid
hour_025593 load_mid delta_up change_large
hour_025594 load_mid delta_up change_large
hour_025595 load_mid delta_up change_mid
hour_025596 load_mid delta_down change_small
hour_025597 load_mid delta_down change_small
hour_025598 load_mid delta_up change_small
hour_025599 load_mid delta_down change_small
hour_025600 load_mid delta_down change_small
hour_025601 load_mid delta_up change_mid
hour_025602 load_mid delta_up change_mid
hour_025603 load_mid delta_down change_small
hour_025604 load_mid delta_down change_mid
hour_025605 load_mid delta_down change_mid
hour_025606 load_mid delta_down change_large
hour_025607 load_mid delta_down change_large
hour_025608 load_low delta_down change_large
hour_025609 load_low delta_down change_large
hour_025610 load_low delta_down change_small
hour_025611 load_low delta_up change_small
hour_025612 load_low delta_up change_small
hour_025613 load_low delta_up change_small
hour_025614 load_low delta_up change_mid
hour_025615 load_low delta_up change_mid
hour_025616 load_low delta_up change_mid
hour_025617 load_mid delta_up change_large
hour_025618 load_mid delta_up change_large
hour_025619 load_mid delta_up change_mid
hour_025620 load_mid delta_down change_small
hour_025621 load_mid delta_up change_mid
hour_025622 load_mid delta_down change_small
hour_025623 load_mid delta_up change_small
hour_025624 load_mid delta_down change_small
hour_025625 load_mid delta_up change_mid
hour_025626 load_mid delta_up change_mid
hour_025627 load_mid delta_down change_small
hour_025628 load_mid delta_down change_mid
hour_025629 load_mid delta_down change_mid
hour_025630 load_mid delta_down change_large
hour_025631 load_mid delta_down change_large
hour_025632 load_low delta_down change_large
hour_025633 load_low delta_down change_large
hour_025634 load_low delta_down change_small
hour_025635 load_low delta_down change_small
hour_025636 load_low delta_up change_small
